machine_id,timestamp,units_produced,cycle_time_min,utilization_pct,order_backlog_hours
Packaging_Robot_2,2026-06-01 08:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 08:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 08:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 09:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 09:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 09:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 09:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 09:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 09:00:00,29,2.07,82.67,164
Thermoformer_2,2026-06-01 09:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 09:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 09:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 09:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 10:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 10:00:00,15,4.0,86.42,164
Robotic_Welder_1,2026-06-01 10:00:00,9,6.67,75.32,164
Pick_Place_1,2026-06-01 10:00:00,8,7.5,88.17,164
Assembly_Conveyor_1,2026-06-01 10:00:00,8,7.5,76.48,164
Injection_Molder_2,2026-06-01 10:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 10:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 10:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 10:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 10:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 11:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 11:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 11:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 11:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 11:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 11:00:00,30,2.0,82.82,164
Thermoformer_2,2026-06-01 11:00:00,7,8.57,84.53,164
Packaging_Robot_2,2026-06-01 11:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 11:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 11:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 12:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 12:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 12:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 12:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 12:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 12:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 12:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 12:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 12:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 12:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 13:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 13:00:00,13,4.62,82.65,164
Robotic_Welder_1,2026-06-01 13:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 13:00:00,9,6.67,92.1,164
Assembly_Conveyor_1,2026-06-01 13:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 13:00:00,33,1.82,85.07,164
Thermoformer_2,2026-06-01 13:00:00,10,6.0,87.75,164
Packaging_Robot_2,2026-06-01 13:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 13:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 13:00:00,8,7.5,87.18,164
CNC_Mill_1,2026-06-01 14:00:00,15,4.0,84.58,164
CNC_Lathe_1,2026-06-01 14:00:00,16,3.75,89.06,164
Robotic_Welder_1,2026-06-01 14:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 14:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 14:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 14:00:00,28,2.14,87.82,164
Thermoformer_2,2026-06-01 14:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 14:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 14:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 14:00:00,7,8.57,84.66,164
CNC_Mill_1,2026-06-01 15:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 15:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 15:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 15:00:00,7,8.57,75.62,164
Assembly_Conveyor_1,2026-06-01 15:00:00,7,8.57,93.81,164
Injection_Molder_2,2026-06-01 15:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 15:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 15:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 15:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 15:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 16:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 16:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 16:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 16:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 16:00:00,9,6.67,79.93,164
Injection_Molder_2,2026-06-01 16:00:00,30,2.0,87.98,164
Thermoformer_2,2026-06-01 16:00:00,7,8.57,91.76,164
Packaging_Robot_2,2026-06-01 16:00:00,6,10.0,84.52,164
Labeling_Machine_2,2026-06-01 16:00:00,5,12.0,87.71,164
Palletizer_2,2026-06-01 16:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 17:00:00,16,3.75,76.75,164
CNC_Lathe_1,2026-06-01 17:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 17:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 17:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 17:00:00,5,12.0,86.15,164
Injection_Molder_2,2026-06-01 17:00:00,38,1.58,89.56,164
Thermoformer_2,2026-06-01 17:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 17:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 17:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 17:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 18:00:00,14,4.29,85.42,164
CNC_Lathe_1,2026-06-01 18:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 18:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 18:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 18:00:00,8,7.5,88.18,164
Injection_Molder_2,2026-06-01 18:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 18:00:00,7,8.57,75.34,164
Packaging_Robot_2,2026-06-01 18:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 18:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 18:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 19:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 19:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 19:00:00,7,8.57,90.42,164
Pick_Place_1,2026-06-01 19:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 19:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 19:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 19:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 19:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 19:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 19:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 20:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 20:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 20:00:00,0,0.0,0.0,164
Pick_Place_1,2026-06-01 20:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 20:00:00,6,10.0,78.44,164
Injection_Molder_2,2026-06-01 20:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 20:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 20:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 20:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 20:00:00,7,8.57,95.34,164
CNC_Mill_1,2026-06-01 21:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 21:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 21:00:00,9,6.67,88.88,164
Pick_Place_1,2026-06-01 21:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 21:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 21:00:00,0,0.0,0.0,164
Thermoformer_2,2026-06-01 21:00:00,8,7.5,86.89,164
Packaging_Robot_2,2026-06-01 21:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 21:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 21:00:00,0,0.0,0.0,164
CNC_Mill_1,2026-06-01 22:00:00,0,0.0,0.0,164
CNC_Lathe_1,2026-06-01 22:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 22:00:00,7,8.57,87.67,164
Pick_Place_1,2026-06-01 22:00:00,0,0.0,0.0,164
Assembly_Conveyor_1,2026-06-01 22:00:00,7,8.57,78.08,164
Injection_Molder_2,2026-06-01 22:00:00,28,2.14,81.36,164
Thermoformer_2,2026-06-01 22:00:00,0,0.0,0.0,164
Packaging_Robot_2,2026-06-01 22:00:00,0,0.0,0.0,164
Labeling_Machine_2,2026-06-01 22:00:00,0,0.0,0.0,164
Palletizer_2,2026-06-01 22:00:00,0,0.0,0.0,164
Robotic_Welder_1,2026-06-01 23:00:00,0,0.0,0.0,164
Injection_Molder_2,2026-06-01 23:00:00,21,2.86,88.92,164
Robotic_Welder_1,2026-06-02 00:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 00:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 01:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 01:00:00,20,3.0,85.24,160
Robotic_Welder_1,2026-06-02 02:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 02:00:00,25,2.4,82.05,160
Robotic_Welder_1,2026-06-02 03:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 03:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 04:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 04:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 05:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 05:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 06:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 06:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 06:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 06:00:00,8,7.5,87.18,160
Assembly_Conveyor_1,2026-06-02 06:00:00,9,6.67,87.91,160
Injection_Molder_2,2026-06-02 06:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 06:00:00,9,6.67,88.99,160
Packaging_Robot_2,2026-06-02 06:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 06:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 06:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 07:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 07:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 07:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 07:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 07:00:00,6,10.0,83.7,160
Injection_Molder_2,2026-06-02 07:00:00,32,1.88,86.12,160
Thermoformer_2,2026-06-02 07:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 07:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 07:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 07:00:00,8,7.5,79.73,160
CNC_Mill_1,2026-06-02 08:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 08:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 08:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 08:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 08:00:00,7,8.57,81.87,160
Injection_Molder_2,2026-06-02 08:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 08:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 08:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 08:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 08:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 09:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 09:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 09:00:00,9,6.67,83.05,160
Pick_Place_1,2026-06-02 09:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 09:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 09:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 09:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 09:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 09:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 09:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 10:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 10:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 10:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 10:00:00,9,6.67,78.86,160
Assembly_Conveyor_1,2026-06-02 10:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 10:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 10:00:00,9,6.67,80.5,160
Packaging_Robot_2,2026-06-02 10:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 10:00:00,8,7.5,81.25,160
Palletizer_2,2026-06-02 10:00:00,6,10.0,91.36,160
CNC_Mill_1,2026-06-02 11:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 11:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 11:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 11:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 11:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 11:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 11:00:00,6,10.0,81.43,160
Packaging_Robot_2,2026-06-02 11:00:00,9,6.67,96.01,160
Labeling_Machine_2,2026-06-02 11:00:00,8,7.5,89.31,160
Palletizer_2,2026-06-02 11:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 12:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 12:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 12:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 12:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 12:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 12:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 12:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 12:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 12:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 12:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 13:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 13:00:00,16,3.75,74.61,160
Robotic_Welder_1,2026-06-02 13:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 13:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 13:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 13:00:00,34,1.76,86.79,160
Thermoformer_2,2026-06-02 13:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 13:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 13:00:00,9,6.67,80.15,160
Palletizer_2,2026-06-02 13:00:00,6,10.0,89.4,160
CNC_Mill_1,2026-06-02 14:00:00,12,5.0,82.36,160
CNC_Lathe_1,2026-06-02 14:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 14:00:00,7,8.57,88.08,160
Pick_Place_1,2026-06-02 14:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 14:00:00,7,8.57,91.09,160
Injection_Molder_2,2026-06-02 14:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 14:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 14:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 14:00:00,8,7.5,86.87,160
Palletizer_2,2026-06-02 14:00:00,8,7.5,92.16,160
CNC_Mill_1,2026-06-02 15:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 15:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 15:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 15:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 15:00:00,9,6.67,89.12,160
Injection_Molder_2,2026-06-02 15:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 15:00:00,7,8.57,82.56,160
Packaging_Robot_2,2026-06-02 15:00:00,8,7.5,75.29,160
Labeling_Machine_2,2026-06-02 15:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 15:00:00,10,6.0,74.38,160
CNC_Mill_1,2026-06-02 16:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 16:00:00,12,5.0,84.79,160
Robotic_Welder_1,2026-06-02 16:00:00,8,7.5,83.67,160
Pick_Place_1,2026-06-02 16:00:00,9,6.67,81.57,160
Assembly_Conveyor_1,2026-06-02 16:00:00,10,6.0,82.52,160
Injection_Molder_2,2026-06-02 16:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 16:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 16:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 16:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 16:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 17:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 17:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 17:00:00,8,7.5,82.02,160
Pick_Place_1,2026-06-02 17:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 17:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 17:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 17:00:00,9,6.67,85.88,160
Packaging_Robot_2,2026-06-02 17:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 17:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 17:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 18:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 18:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 18:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 18:00:00,9,6.67,84.26,160
Assembly_Conveyor_1,2026-06-02 18:00:00,10,6.0,87.4,160
Injection_Molder_2,2026-06-02 18:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 18:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 18:00:00,6,10.0,90.38,160
Labeling_Machine_2,2026-06-02 18:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 18:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 19:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 19:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 19:00:00,8,7.5,81.52,160
Pick_Place_1,2026-06-02 19:00:00,5,12.0,92.51,160
Assembly_Conveyor_1,2026-06-02 19:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 19:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 19:00:00,7,8.57,83.1,160
Packaging_Robot_2,2026-06-02 19:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 19:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 19:00:00,7,8.57,93.65,160
CNC_Mill_1,2026-06-02 20:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 20:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 20:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 20:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 20:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 20:00:00,34,1.76,87.46,160
Thermoformer_2,2026-06-02 20:00:00,0,0.0,0.0,160
Packaging_Robot_2,2026-06-02 20:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 20:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 20:00:00,0,0.0,0.0,160
CNC_Mill_1,2026-06-02 21:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 21:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 21:00:00,0,0.0,0.0,160
Pick_Place_1,2026-06-02 21:00:00,0,0.0,0.0,160
Assembly_Conveyor_1,2026-06-02 21:00:00,5,12.0,88.44,160
Injection_Molder_2,2026-06-02 21:00:00,30,2.0,75.83,160
Thermoformer_2,2026-06-02 21:00:00,5,12.0,92.47,160
Packaging_Robot_2,2026-06-02 21:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 21:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 21:00:00,9,6.67,90.83,160
CNC_Mill_1,2026-06-02 22:00:00,0,0.0,0.0,160
CNC_Lathe_1,2026-06-02 22:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-02 22:00:00,7,8.57,81.51,160
Pick_Place_1,2026-06-02 22:00:00,9,6.67,88.22,160
Assembly_Conveyor_1,2026-06-02 22:00:00,7,8.57,80.77,160
Injection_Molder_2,2026-06-02 22:00:00,0,0.0,0.0,160
Thermoformer_2,2026-06-02 22:00:00,7,8.57,85.93,160
Packaging_Robot_2,2026-06-02 22:00:00,0,0.0,0.0,160
Labeling_Machine_2,2026-06-02 22:00:00,0,0.0,0.0,160
Palletizer_2,2026-06-02 22:00:00,7,8.57,82.48,160
Robotic_Welder_1,2026-06-02 23:00:00,0,0.0,0.0,160
Injection_Molder_2,2026-06-02 23:00:00,0,0.0,0.0,160
Robotic_Welder_1,2026-06-03 00:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 00:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 01:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 01:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 02:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 02:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 03:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 03:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 04:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 04:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 05:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 05:00:00,0,0.0,0.0,156
CNC_Mill_1,2026-06-03 06:00:00,14,4.29,84.9,156
CNC_Lathe_1,2026-06-03 06:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 06:00:00,6,10.0,71.73,156
Pick_Place_1,2026-06-03 06:00:00,0,0.0,0.0,156
Assembly_Conveyor_1,2026-06-03 06:00:00,0,0.0,0.0,156
Injection_Molder_2,2026-06-03 06:00:00,0,0.0,0.0,156
Thermoformer_2,2026-06-03 06:00:00,0,0.0,0.0,156
Packaging_Robot_2,2026-06-03 06:00:00,7,8.57,85.65,156
Labeling_Machine_2,2026-06-03 06:00:00,0,0.0,0.0,156
Palletizer_2,2026-06-03 06:00:00,0,0.0,0.0,156
CNC_Mill_1,2026-06-03 07:00:00,0,0.0,0.0,156
CNC_Lathe_1,2026-06-03 07:00:00,0,0.0,0.0,156
Robotic_Welder_1,2026-06-03 07:00:00,0,0.0,0.0,156
Pick_Place_1,2026-06-03 07:00:00,0,0.0,0.0,156
